transaction_id,amount,timestamp,location,device_type,merchant_category,transaction_type,previous_transaction_gap,is_new_device,hour,is_night,fraud_label
TXN104980,18923.39,2026-03-31 08:39:30,Hyderabad,iOS,Entertainment,Merchant-Payment,7006,0,8,0,1
TXN104981,1387.69,2026-03-30 18:06:30,Bangalore,iOS,Groceries,QR-Scan,8413,0,18,0,0
TXN104982,5442.97,2026-03-30 12:13:30,Delhi,iOS,Entertainment,Merchant-Payment,2345,0,12,0,0
TXN104983,9134.85,2026-03-25 06:46:30,Delhi,iOS,Electronics,Peer-to-Peer,7155,0,6,0,0
TXN104984,3999.88,2026-03-28 07:09:30,Delhi,Android,Transfer,Merchant-Payment,1972,0,7,0,0
TXN104985,831.13,2026-03-25 04:10:30,Hyderabad,Android,Electronics,Peer-to-Peer,4439,0,4,1,0
TXN104986,6511.91,2026-03-24 21:40:30,Delhi,Android,Groceries,QR-Scan,5325,1,21,0,0
TXN104987,4584.6,2026-03-27 13:47:30,Hyderabad,Android,Jewelry,QR-Scan,9084,1,13,0,0
TXN104988,6569.88,2026-03-27 13:57:30,Mumbai,iOS,Gambling,QR-Scan,5670,1,13,0,0
TXN104989,7342.87,2026-03-28 09:20:30,Bangalore,Android,Groceries,QR-Scan,5162,0,9,0,0
TXN104990,18527.15,2026-03-28 23:03:30,Delhi,iOS,Electronics,QR-Scan,1206,0,23,1,0
TXN104991,4261.46,2026-03-24 15:16:30,Unknown,Android,Electronics,QR-Scan,9411,0,15,0,0
TXN104992,2090.03,2026-03-29 07:43:30,Delhi,Android,Transfer,Peer-to-Peer,1856,0,7,0,0
TXN104993,5227.22,2026-03-26 08:40:30,Unknown,Android,Electronics,QR-Scan,2000,0,8,0,0
TXN104994,354.48,2026-03-26 22:32:30,Delhi,Android,Jewelry,Merchant-Payment,2436,0,22,0,0
TXN104995,11384.46,2026-03-24 23:51:30,International,Android,Entertainment,QR-Scan,6781,0,23,1,0
TXN104996,635.65,2026-03-31 11:34:30,International,Android,Jewelry,Peer-to-Peer,3099,0,11,0,0
TXN104997,1986.32,2026-03-28 13:33:30,Hyderabad,iOS,Electronics,Merchant-Payment,3387,0,13,0,0
TXN104998,8457.18,2026-03-29 13:03:30,Delhi,iOS,Transfer,Merchant-Payment,5441,0,13,0,0
TXN104999,4547.97,2026-03-26 21:40:30,Bangalore,Android,Entertainment,Merchant-Payment,6437,0,21,0,0
TXN105000,2501.37,2026-03-25 18:36:30,Hyderabad,iOS,Jewelry,QR-Scan,1778,0,18,0,0
TXN105001,3206.91,2026-03-30 07:46:30,Unknown,Android,Entertainment,Peer-to-Peer,7404,0,7,0,0
TXN105002,9639.52,2026-03-25 04:18:30,Unknown,Android,Transfer,Peer-to-Peer,6859,0,4,1,0
TXN105003,2077.61,2026-03-30 17:05:30,International,iOS,Groceries,QR-Scan,2940,0,17,0,0
TXN105004,10187.65,2026-03-25 19:27:30,Hyderabad,Android,Transfer,Peer-to-Peer,839,0,19,0,0
TXN105005,461.31,2026-03-28 04:29:30,Hyderabad,Android,Entertainment,Merchant-Payment,5726,0,4,1,0
TXN105006,7498.4,2026-03-27 16:00:30,Bangalore,Android,Gambling,QR-Scan,4760,0,16,0,0
TXN105007,9404.52,2026-03-30 04:53:30,Unknown,Android,Electronics,Merchant-Payment,4861,0,4,1,0
TXN105008,1003.35,2026-03-25 16:41:30,Delhi,Android,Gambling,Merchant-Payment,3139,0,16,0,0
TXN105009,2813.64,2026-03-28 14:28:30,Unknown,Old Android,Gambling,QR-Scan,176,0,14,0,0
TXN105010,904.61,2026-03-25 09:57:30,Hyderabad,Android,Entertainment,Peer-to-Peer,4606,0,9,0,0
TXN105011,6131.16,2026-03-24 23:51:30,Bangalore,Android,Gambling,QR-Scan,3163,0,23,1,1
TXN105012,3832.33,2026-03-28 16:32:30,Bangalore,Android,Electronics,Peer-to-Peer,2753,0,16,0,0
TXN105013,5043.72,2026-03-26 11:56:30,Mumbai,Android,Jewelry,QR-Scan,9382,0,11,0,0
TXN105014,1093.81,2026-03-27 05:52:30,Delhi,Android,Electronics,Peer-to-Peer,838,0,5,1,0
TXN105015,1189.67,2026-03-25 03:04:30,International,iOS,Transfer,Peer-to-Peer,7846,0,3,1,0
TXN105016,211.91,2026-03-26 00:47:30,Unknown,iOS,Gambling,Merchant-Payment,2734,1,0,1,1
TXN105017,1943.54,2026-03-28 18:25:30,Bangalore,Android,Groceries,Merchant-Payment,7689,0,18,0,0
TXN105018,4102.0,2026-03-27 16:05:30,Hyderabad,Android,Jewelry,Merchant-Payment,5207,1,16,0,0
TXN105019,9757.35,2026-03-26 07:33:30,Hyderabad,Android,Gambling,Merchant-Payment,2654,0,7,0,0
TXN105020,5496.97,2026-03-26 07:02:30,Bangalore,iOS,Jewelry,Merchant-Payment,6141,0,7,0,0
TXN105021,2858.16,2026-03-24 20:36:30,International,Android,Electronics,QR-Scan,7220,0,20,0,0
TXN105022,15300.83,2026-03-31 05:22:30,Bangalore,iOS,Entertainment,QR-Scan,3350,0,5,1,0
TXN105023,6351.37,2026-03-26 01:14:30,Bangalore,Web,Entertainment,Merchant-Payment,3311,0,1,1,0
TXN105024,13308.11,2026-03-30 05:06:30,Unknown,iOS,Transfer,Merchant-Payment,4681,0,5,1,0
TXN105025,3749.52,2026-03-28 14:26:30,International,Android,Jewelry,QR-Scan,2387,0,14,0,0
TXN105026,1498.13,2026-03-30 18:24:30,International,Android,Gambling,Peer-to-Peer,5192,0,18,0,0
TXN105027,271.37,2026-03-27 04:21:30,Unknown,Android,Jewelry,Peer-to-Peer,374,0,4,1,1
TXN105028,6474.68,2026-03-29 00:40:30,International,Android,Groceries,QR-Scan,4676,0,0,1,0
TXN105029,646.58,2026-03-28 22:03:30,Unknown,Android,Electronics,Peer-to-Peer,1262,0,22,0,0
TXN105030,1803.24,2026-03-27 22:38:30,Mumbai,Android,Groceries,Merchant-Payment,7634,0,22,0,0
TXN105031,3801.47,2026-03-26 20:13:30,Delhi,Android,Transfer,Merchant-Payment,8313,0,20,0,0
TXN105032,4155.34,2026-03-27 12:25:30,International,Android,Gambling,Peer-to-Peer,5533,0,12,0,0
TXN105033,4588.75,2026-03-25 15:48:30,Unknown,Android,Transfer,Merchant-Payment,5843,0,15,0,0
TXN105034,909.14,2026-03-25 10:34:30,Mumbai,Android,Entertainment,Merchant-Payment,3846,0,10,0,0
TXN105035,2388.06,2026-03-31 10:11:30,Delhi,Android,Entertainment,Merchant-Payment,2885,0,10,0,0
TXN105036,4801.14,2026-03-28 12:56:30,Mumbai,Android,Groceries,Merchant-Payment,4139,0,12,0,0
TXN105037,17502.69,2026-03-28 17:03:30,Bangalore,Android,Gambling,QR-Scan,5624,0,17,0,0
TXN105038,6502.99,2026-03-28 06:24:30,Bangalore,iOS,Jewelry,QR-Scan,2120,0,6,0,0
TXN105039,12794.09,2026-03-30 11:27:30,Delhi,Android,Entertainment,Peer-to-Peer,7717,0,11,0,0
TXN105040,7181.88,2026-03-26 23:54:30,International,Android,Jewelry,Peer-to-Peer,491,0,23,1,1
TXN105041,4478.97,2026-03-27 15:27:30,Mumbai,Android,Transfer,QR-Scan,3046,0,15,0,0
TXN105042,1066.11,2026-03-30 16:05:30,Unknown,Android,Entertainment,Peer-to-Peer,383,0,16,0,0
TXN105043,5493.35,2026-03-25 05:25:30,Unknown,Android,Entertainment,Merchant-Payment,805,0,5,1,0
TXN105044,4882.59,2026-03-29 12:06:30,Delhi,Android,Entertainment,Peer-to-Peer,5586,0,12,0,0
TXN105045,4612.41,2026-03-26 02:43:30,Unknown,iOS,Electronics,QR-Scan,9370,0,2,1,0
TXN105046,3364.62,2026-03-27 23:08:30,Delhi,iOS,Entertainment,Peer-to-Peer,2218,0,23,1,0
TXN105047,3760.84,2026-03-27 12:18:30,International,Android,Gambling,Merchant-Payment,9488,0,12,0,0
TXN105048,2035.65,2026-03-29 01:10:30,Bangalore,Android,Jewelry,Peer-to-Peer,9110,0,1,1,1
TXN105049,3662.69,2026-03-25 00:11:30,Delhi,iOS,Jewelry,Merchant-Payment,7278,0,0,1,1
TXN105050,1100.47,2026-03-28 11:22:30,Delhi,Android,Transfer,Merchant-Payment,6595,0,11,0,0
TXN105051,8178.25,2026-03-29 10:56:30,Hyderabad,Android,Entertainment,Peer-to-Peer,6787,0,10,0,0
TXN105052,1027.6,2026-03-29 08:55:30,Mumbai,Web,Groceries,Peer-to-Peer,6167,0,8,0,0
TXN105053,443.97,2026-03-25 20:35:30,Delhi,iOS,Transfer,Merchant-Payment,2415,1,20,0,0
TXN105054,2865.69,2026-03-29 06:19:30,Mumbai,Android,Entertainment,Peer-to-Peer,651,0,6,0,0
TXN105055,5369.22,2026-03-28 20:43:30,Bangalore,Android,Groceries,Peer-to-Peer,8170,0,20,0,0
TXN105056,2878.75,2026-03-28 18:45:30,Unknown,Old Android,Jewelry,Peer-to-Peer,4916,0,18,0,0
TXN105057,1620.03,2026-03-28 12:22:30,International,iOS,Electronics,Merchant-Payment,3199,0,12,0,0
TXN105058,4084.16,2026-03-29 04:23:30,Bangalore,Android,Electronics,Peer-to-Peer,942,0,4,1,0
TXN105059,2130.91,2026-03-28 22:15:30,International,Android,Entertainment,QR-Scan,8733,0,22,0,0
TXN105060,13505.45,2026-03-29 05:28:30,Hyderabad,iOS,Transfer,Peer-to-Peer,5806,0,5,1,0
TXN105061,12796.76,2026-03-28 16:39:30,Delhi,Android,Jewelry,Merchant-Payment,3728,0,16,0,0
TXN105062,3489.51,2026-03-27 11:37:30,Bangalore,Android,Jewelry,QR-Scan,2530,0,11,0,0
TXN105063,1986.62,2026-03-29 18:15:30,International,Android,Jewelry,QR-Scan,1203,0,18,0,0
TXN105064,6680.52,2026-03-30 07:43:30,Hyderabad,Android,Jewelry,QR-Scan,4965,0,7,0,0
TXN105065,187.02,2026-03-30 04:06:30,Unknown,iOS,Gambling,Peer-to-Peer,651,0,4,1,1
TXN105066,3219.59,2026-03-30 15:25:30,Delhi,iOS,Groceries,Peer-to-Peer,3007,0,15,0,0
TXN105067,2049.8,2026-03-25 22:19:30,Hyderabad,Android,Entertainment,QR-Scan,2905,0,22,0,0
TXN105068,12662.25,2026-03-31 11:02:30,Bangalore,Android,Groceries,QR-Scan,8506,0,11,0,0
TXN105069,60.38,2026-03-25 08:59:30,Mumbai,Android,Transfer,Merchant-Payment,4115,0,8,0,0
TXN105070,4023.91,2026-03-31 01:18:30,Mumbai,Android,Electronics,Peer-to-Peer,9376,0,1,1,0
TXN105071,6748.15,2026-03-26 01:09:30,Unknown,Android,Jewelry,Merchant-Payment,122,0,1,1,1
TXN105072,3318.12,2026-03-27 07:29:30,Mumbai,Android,Jewelry,QR-Scan,6604,0,7,0,0
TXN105073,446.36,2026-03-27 22:43:30,Mumbai,Android,Groceries,QR-Scan,8361,0,22,0,0
TXN105074,17960.83,2026-03-25 22:24:30,Unknown,Android,Entertainment,QR-Scan,3683,0,22,0,0
TXN105075,3649.16,2026-03-24 23:58:30,Mumbai,Android,Transfer,Merchant-Payment,4725,0,23,1,0
TXN105076,4762.0,2026-03-28 09:49:30,Bangalore,iOS,Entertainment,QR-Scan,4122,0,9,0,0
TXN105077,1349.93,2026-03-25 22:49:30,Delhi,iOS,Electronics,Peer-to-Peer,6865,0,22,0,0
TXN105078,3303.38,2026-03-29 10:54:30,Unknown,Android,Entertainment,Peer-to-Peer,7395,0,10,0,0
TXN105079,2803.14,2026-03-25 17:16:30,Delhi,Old Android,Electronics,Merchant-Payment,1730,0,17,0,0
TXN105080,389.24,2026-03-28 08:19:30,Delhi,Android,Jewelry,Peer-to-Peer,5953,0,8,0,0
TXN105081,561.14,2026-03-27 00:12:30,Mumbai,Android,Groceries,Merchant-Payment,5130,0,0,1,0
TXN105082,9084.54,2026-03-29 00:12:30,International,Android,Gambling,Peer-to-Peer,1119,0,0,1,1
TXN105083,1371.0,2026-03-24 23:22:30,Bangalore,Android,Entertainment,Peer-to-Peer,2169,0,23,1,0
TXN105084,1084.31,2026-03-30 01:49:30,Mumbai,Old Android,Electronics,Peer-to-Peer,7669,0,1,1,0
TXN105085,3515.09,2026-03-30 22:03:30,Hyderabad,Old Android,Electronics,Merchant-Payment,1051,0,22,0,1
TXN105086,7321.22,2026-03-25 13:17:30,Mumbai,iOS,Groceries,QR-Scan,8897,0,13,0,0
TXN105087,319.74,2026-03-26 17:17:30,Hyderabad,iOS,Gambling,Merchant-Payment,6641,0,17,0,0
TXN105088,4299.65,2026-03-26 02:14:30,Unknown,iOS,Transfer,Merchant-Payment,2900,0,2,1,0
TXN105089,634.68,2026-03-25 09:11:30,Bangalore,iOS,Groceries,Merchant-Payment,3208,0,9,0,0
TXN105090,185.71,2026-03-31 03:57:30,Unknown,iOS,Jewelry,Merchant-Payment,8899,0,3,1,1
TXN105091,270.93,2026-03-25 19:38:30,International,iOS,Groceries,QR-Scan,7675,0,19,0,0
TXN105092,8983.78,2026-03-27 14:01:30,Delhi,Android,Gambling,QR-Scan,3833,0,14,0,0
TXN105093,627.66,2026-03-27 01:20:30,Delhi,iOS,Entertainment,Peer-to-Peer,2009,0,1,1,0
TXN105094,231.01,2026-03-29 13:07:30,Bangalore,Android,Jewelry,Peer-to-Peer,4722,0,13,0,0
TXN105095,2880.38,2026-03-26 08:00:30,International,Android,Electronics,Merchant-Payment,9790,0,8,0,0
TXN105096,9289.29,2026-03-30 03:58:30,Mumbai,Android,Entertainment,Merchant-Payment,1067,0,3,1,0
TXN105097,1521.82,2026-03-25 15:20:30,International,Android,Groceries,Merchant-Payment,8288,1,15,0,1
TXN105098,2738.42,2026-03-26 07:13:30,Delhi,Android,Gambling,Peer-to-Peer,1919,0,7,0,0
TXN105099,203.71,2026-03-27 22:39:30,Hyderabad,iOS,Transfer,Merchant-Payment,9458,0,22,0,0
TXN105100,2980.81,2026-03-31 10:33:30,Hyderabad,Android,Electronics,Merchant-Payment,8432,0,10,0,0
TXN105101,4309.17,2026-03-31 09:37:30,Mumbai,Android,Groceries,Merchant-Payment,1328,1,9,0,0
TXN105102,4230.41,2026-03-29 03:18:30,Hyderabad,Android,Transfer,QR-Scan,6211,0,3,1,0
TXN105103,2020.53,2026-03-27 05:14:30,Delhi,iOS,Groceries,Peer-to-Peer,7449,0,5,1,0
TXN105104,1895.58,2026-03-24 22:11:30,Mumbai,Android,Groceries,Peer-to-Peer,7360,0,22,0,0
TXN105105,563.74,2026-03-30 09:20:30,Unknown,Android,Gambling,QR-Scan,1143,0,9,0,0
TXN105106,2284.83,2026-03-27 19:59:30,Bangalore,Android,Gambling,Merchant-Payment,3224,0,19,0,0
TXN105107,524.0,2026-03-27 10:06:30,Delhi,Android,Electronics,Merchant-Payment,3849,0,10,0,0
TXN105108,7274.92,2026-03-28 13:56:30,Delhi,iOS,Groceries,Peer-to-Peer,1416,0,13,0,0
TXN105109,16947.48,2026-03-29 09:44:30,Unknown,iOS,Entertainment,Peer-to-Peer,6375,0,9,0,0
TXN105110,17545.21,2026-03-25 07:03:30,Delhi,Android,Transfer,Merchant-Payment,761,0,7,0,0
TXN105111,10015.04,2026-03-28 13:04:30,Unknown,Android,Electronics,QR-Scan,3643,0,13,0,0
TXN105112,4591.37,2026-03-28 20:05:30,International,Android,Electronics,Merchant-Payment,1553,0,20,0,0
TXN105113,6034.31,2026-03-28 11:17:30,Unknown,iOS,Groceries,Merchant-Payment,863,0,11,0,0
TXN105114,1678.8,2026-03-26 04:08:30,Mumbai,Android,Transfer,Merchant-Payment,9348,0,4,1,0
TXN105115,4981.68,2026-03-27 15:09:30,Mumbai,iOS,Gambling,Merchant-Payment,8549,1,15,0,0
TXN105116,3040.81,2026-03-27 08:55:30,Bangalore,Android,Transfer,Peer-to-Peer,9864,0,8,0,0
TXN105117,3289.07,2026-03-29 10:37:30,Bangalore,Android,Transfer,Merchant-Payment,7210,0,10,0,0
TXN105118,7089.47,2026-03-25 20:39:30,Delhi,Old Android,Transfer,Merchant-Payment,1329,0,20,0,0
TXN105119,1655.86,2026-03-26 17:05:30,Mumbai,Android,Gambling,QR-Scan,1030,0,17,0,0
TXN105120,1913.92,2026-03-29 03:21:30,International,Android,Groceries,QR-Scan,2377,0,3,1,0
TXN105121,12927.51,2026-03-26 18:24:30,Hyderabad,Android,Jewelry,QR-Scan,3242,0,18,0,0
TXN105122,289.33,2026-03-27 07:11:30,International,iOS,Jewelry,QR-Scan,3141,0,7,0,0
TXN105123,3324.1,2026-03-27 09:09:30,International,Android,Groceries,QR-Scan,882,0,9,0,0
TXN105124,12197.8,2026-03-26 23:27:30,Bangalore,iOS,Transfer,Peer-to-Peer,8731,0,23,1,0
TXN105125,4712.7,2026-03-28 08:29:30,Delhi,iOS,Groceries,Peer-to-Peer,3558,0,8,0,0
TXN105126,3952.78,2026-03-26 09:46:30,Bangalore,Android,Gambling,Merchant-Payment,7064,0,9,0,0
TXN105127,1436.71,2026-03-29 11:43:30,International,iOS,Transfer,QR-Scan,2197,0,11,0,0
TXN105128,2102.45,2026-03-25 00:49:30,Bangalore,Android,Groceries,Merchant-Payment,1951,0,0,1,0
TXN105129,9554.35,2026-03-30 01:02:30,Delhi,iOS,Jewelry,Merchant-Payment,9803,0,1,1,1
TXN105130,4096.03,2026-03-24 23:35:30,Bangalore,Android,Entertainment,Merchant-Payment,5938,1,23,1,0
TXN105131,3615.37,2026-03-28 22:26:30,Delhi,Android,Electronics,QR-Scan,3164,0,22,0,0
TXN105132,524.47,2026-03-30 09:34:30,Unknown,Web,Entertainment,QR-Scan,4464,0,9,0,0
TXN105133,80.79,2026-03-28 11:08:30,Bangalore,Old Android,Jewelry,Merchant-Payment,4008,1,11,0,0
TXN105134,16577.65,2026-03-28 20:27:30,Delhi,Android,Groceries,QR-Scan,4676,0,20,0,0
TXN105135,2365.93,2026-03-25 05:12:30,Hyderabad,Android,Groceries,Merchant-Payment,4752,0,5,1,0
TXN105136,4621.78,2026-03-26 14:49:30,Unknown,Android,Groceries,Merchant-Payment,6220,1,14,0,1
TXN105137,415.36,2026-03-27 04:50:30,Mumbai,Android,Groceries,Peer-to-Peer,8419,0,4,1,0
TXN105138,5746.07,2026-03-29 07:18:30,Delhi,iOS,Gambling,Peer-to-Peer,7531,0,7,0,0
TXN105139,13483.08,2026-03-29 21:01:30,Unknown,iOS,Gambling,Merchant-Payment,7736,0,21,0,0
TXN105140,4286.16,2026-03-29 20:00:30,Mumbai,Android,Gambling,Peer-to-Peer,8784,0,20,0,0
TXN105141,674.03,2026-03-26 03:41:30,Bangalore,Android,Transfer,QR-Scan,2076,0,3,1,0
TXN105142,4358.04,2026-03-31 10:11:30,Unknown,Android,Jewelry,QR-Scan,7773,0,10,0,0
TXN105143,7269.6,2026-03-29 12:37:30,Unknown,Android,Gambling,Peer-to-Peer,9561,0,12,0,0
TXN105144,2607.89,2026-03-26 17:44:30,Mumbai,Android,Groceries,Peer-to-Peer,2023,0,17,0,0
TXN105145,10594.56,2026-03-25 20:25:30,Bangalore,Android,Entertainment,Peer-to-Peer,2079,0,20,0,0
TXN105146,5230.33,2026-03-30 00:07:30,Mumbai,Android,Transfer,Peer-to-Peer,7395,0,0,1,0
TXN105147,11475.51,2026-03-25 15:40:30,Hyderabad,Android,Jewelry,Peer-to-Peer,7014,0,15,0,0
TXN105148,4884.26,2026-03-25 11:02:30,Bangalore,Android,Jewelry,QR-Scan,3322,0,11,0,0
TXN105149,703.72,2026-03-27 22:38:30,Unknown,Android,Jewelry,Merchant-Payment,6012,0,22,0,0
TXN105150,1853.08,2026-03-25 23:58:30,Bangalore,Android,Transfer,Peer-to-Peer,2437,0,23,1,0
TXN105151,1126.95,2026-03-28 02:55:30,Delhi,Android,Electronics,QR-Scan,7088,0,2,1,0
TXN105152,11974.95,2026-03-28 16:19:30,Bangalore,Android,Jewelry,Peer-to-Peer,9997,0,16,0,0
TXN105153,7143.92,2026-03-25 03:20:30,Mumbai,iOS,Transfer,QR-Scan,3360,1,3,1,0
TXN105154,5641.21,2026-03-25 01:47:30,Hyderabad,Android,Entertainment,Peer-to-Peer,1731,0,1,1,0
TXN105155,1790.28,2026-03-30 23:49:30,Mumbai,iOS,Gambling,QR-Scan,3663,0,23,1,1
TXN105156,1016.98,2026-03-27 00:03:30,International,Android,Transfer,QR-Scan,5111,0,0,1,0
TXN105157,7062.19,2026-03-30 09:49:30,Unknown,Android,Jewelry,Merchant-Payment,6619,0,9,0,0
TXN105158,3213.77,2026-03-29 16:14:30,Mumbai,Web,Jewelry,QR-Scan,6900,0,16,0,0
TXN105159,1279.56,2026-03-30 20:27:30,Mumbai,Android,Transfer,QR-Scan,1030,0,20,0,0
TXN105160,4793.67,2026-03-29 02:00:30,Unknown,Old Android,Jewelry,Merchant-Payment,412,0,2,1,1
TXN105161,205.85,2026-03-28 15:24:30,Delhi,iOS,Entertainment,QR-Scan,1982,0,15,0,0
TXN105162,1973.89,2026-03-26 02:43:30,Hyderabad,Android,Electronics,Merchant-Payment,8854,0,2,1,0
TXN105163,3160.8,2026-03-30 10:33:30,International,Android,Jewelry,Peer-to-Peer,9540,0,10,0,0
TXN105164,800.6,2026-03-26 10:00:30,Hyderabad,Android,Transfer,Peer-to-Peer,3471,0,10,0,0
TXN105165,20884.66,2026-03-27 17:27:30,Unknown,iOS,Jewelry,Peer-to-Peer,1306,0,17,0,0
TXN105166,1172.9,2026-03-28 13:54:30,International,Android,Transfer,Merchant-Payment,4681,0,13,0,0
TXN105167,698.34,2026-03-27 10:16:30,International,Android,Transfer,QR-Scan,4596,0,10,0,0
TXN105168,1137.86,2026-03-27 10:27:30,Unknown,Old Android,Electronics,Merchant-Payment,816,0,10,0,0
TXN105169,7328.01,2026-03-25 03:50:30,International,Web,Transfer,Peer-to-Peer,9669,0,3,1,0
TXN105170,2771.33,2026-03-25 04:37:30,Unknown,Android,Gambling,Merchant-Payment,5613,0,4,1,1
TXN105171,4166.83,2026-03-28 14:28:30,Delhi,Android,Entertainment,Merchant-Payment,2038,0,14,0,0
TXN105172,106.16,2026-03-27 14:52:30,Bangalore,Android,Groceries,QR-Scan,9523,0,14,0,0
TXN105173,175.19,2026-03-31 07:26:30,Delhi,Android,Jewelry,Merchant-Payment,4876,0,7,0,0
TXN105174,2951.38,2026-03-26 20:24:30,Bangalore,iOS,Groceries,Peer-to-Peer,7087,0,20,0,0
TXN105175,8481.93,2026-03-30 03:44:30,Hyderabad,iOS,Gambling,Merchant-Payment,1150,0,3,1,1
TXN105176,10824.51,2026-03-27 12:58:30,Mumbai,Android,Gambling,QR-Scan,6409,0,12,0,0
TXN105177,453.49,2026-03-24 15:29:30,International,iOS,Entertainment,Merchant-Payment,7,0,15,0,0
TXN105178,3864.88,2026-03-29 06:31:30,International,Android,Transfer,Merchant-Payment,1437,0,6,0,0
TXN105179,12222.45,2026-03-24 23:19:30,Unknown,Android,Entertainment,Merchant-Payment,3251,0,23,1,0
TXN105180,2454.89,2026-03-24 23:35:30,Hyderabad,Android,Groceries,QR-Scan,7664,0,23,1,0
TXN105181,8847.03,2026-03-25 09:49:30,Bangalore,iOS,Electronics,Peer-to-Peer,695,0,9,0,0
TXN105182,717.59,2026-03-29 13:11:30,Hyderabad,Android,Gambling,QR-Scan,5088,0,13,0,0
TXN105183,13697.28,2026-03-28 07:07:30,Hyderabad,Android,Groceries,Merchant-Payment,3300,0,7,0,0
TXN105184,6960.02,2026-03-27 11:52:30,Delhi,Android,Entertainment,Peer-to-Peer,4844,0,11,0,0
TXN105185,14179.51,2026-03-27 20:04:30,International,iOS,Entertainment,QR-Scan,7738,0,20,0,0
TXN105186,5644.59,2026-03-25 17:27:30,Unknown,iOS,Electronics,Merchant-Payment,4953,0,17,0,0
TXN105187,2258.1,2026-03-25 23:43:30,Delhi,iOS,Transfer,Merchant-Payment,5048,0,23,1,0
TXN105188,13917.74,2026-03-26 10:48:30,International,iOS,Jewelry,QR-Scan,7843,0,10,0,0
TXN105189,1611.83,2026-03-30 15:26:30,Hyderabad,Android,Groceries,Merchant-Payment,26,0,15,0,0
TXN105190,2018.63,2026-03-27 04:47:30,Mumbai,Android,Gambling,Merchant-Payment,4548,0,4,1,1
TXN105191,6033.36,2026-03-28 06:36:30,Unknown,Old Android,Jewelry,QR-Scan,2154,0,6,0,0
TXN105192,7247.58,2026-03-26 06:12:30,International,Android,Gambling,Merchant-Payment,8020,0,6,0,0
TXN105193,13253.87,2026-03-29 21:17:30,Unknown,iOS,Groceries,Peer-to-Peer,3490,0,21,0,0
TXN105194,1145.82,2026-03-29 15:05:30,Mumbai,Old Android,Transfer,Peer-to-Peer,8524,0,15,0,0
TXN105195,7997.39,2026-03-27 16:43:30,Delhi,Old Android,Gambling,QR-Scan,5162,0,16,0,0
TXN105196,6707.49,2026-03-26 17:39:30,Unknown,iOS,Transfer,Peer-to-Peer,645,0,17,0,0
TXN105197,329.6,2026-03-25 00:45:30,Hyderabad,Android,Transfer,Merchant-Payment,1853,0,0,1,0
TXN105198,2448.77,2026-03-26 22:19:30,Mumbai,iOS,Gambling,QR-Scan,7724,0,22,0,0
TXN105199,1661.76,2026-03-30 17:22:30,Bangalore,Android,Gambling,QR-Scan,4131,0,17,0,0
TXN105200,1815.55,2026-03-30 15:14:30,International,Android,Jewelry,QR-Scan,3585,0,15,0,0
TXN105201,20357.11,2026-03-29 16:36:30,Delhi,iOS,Entertainment,Peer-to-Peer,3810,0,16,0,0
TXN105202,5146.98,2026-03-27 15:01:30,Mumbai,Android,Jewelry,Peer-to-Peer,9003,0,15,0,0
TXN105203,6323.5,2026-03-28 22:31:30,Unknown,Android,Groceries,Peer-to-Peer,1312,0,22,0,0
TXN105204,18778.87,2026-03-27 23:14:30,International,Android,Jewelry,Peer-to-Peer,1895,0,23,1,1
TXN105205,2367.66,2026-03-27 22:19:30,Delhi,Android,Transfer,QR-Scan,6239,0,22,0,0
TXN105206,8093.41,2026-03-28 05:17:30,Bangalore,Android,Gambling,QR-Scan,4301,0,5,1,1
TXN105207,2850.5,2026-03-28 11:48:30,Mumbai,Android,Jewelry,QR-Scan,7789,0,11,0,0
TXN105208,10183.2,2026-03-24 15:32:30,Mumbai,iOS,Electronics,Merchant-Payment,6978,0,15,0,0
TXN105209,996.27,2026-03-27 00:51:30,Hyderabad,Android,Electronics,QR-Scan,6174,0,0,1,0
TXN105210,14752.47,2026-03-28 10:46:30,Unknown,Android,Groceries,QR-Scan,6410,0,10,0,0
TXN105211,1234.44,2026-03-26 11:21:30,International,Web,Transfer,Peer-to-Peer,2071,0,11,0,1
TXN105212,1974.26,2026-03-27 09:40:30,Unknown,iOS,Gambling,Merchant-Payment,2657,0,9,0,0
TXN105213,7056.88,2026-03-24 20:34:30,Mumbai,iOS,Groceries,QR-Scan,4135,0,20,0,0
TXN105214,2502.36,2026-03-25 14:35:30,International,Android,Gambling,QR-Scan,4269,1,14,0,1
TXN105215,4685.16,2026-03-26 09:53:30,Mumbai,iOS,Jewelry,QR-Scan,6011,0,9,0,0
TXN105216,2940.09,2026-03-26 19:48:30,Hyderabad,Android,Gambling,Merchant-Payment,3485,0,19,0,0
TXN105217,6781.15,2026-03-29 15:09:30,Hyderabad,Android,Transfer,QR-Scan,414,0,15,0,0
TXN105218,1296.0,2026-03-29 10:38:30,Bangalore,Android,Gambling,Merchant-Payment,7842,0,10,0,0
TXN105219,301.18,2026-03-31 06:32:30,Delhi,iOS,Electronics,Merchant-Payment,8884,0,6,0,0
TXN105220,1782.87,2026-03-30 02:42:30,Mumbai,Android,Entertainment,Merchant-Payment,6149,0,2,1,0
TXN105221,3215.21,2026-03-28 20:46:30,Mumbai,Android,Electronics,QR-Scan,4310,0,20,0,0
TXN105222,919.73,2026-03-28 16:08:30,Unknown,iOS,Electronics,Peer-to-Peer,5792,0,16,0,0
